doc_id,route,agent1_model,agent1_chemical,agent1_physical,agent1_biological,agent1_methodology,agent1_frame,agent1_n_items,agent1_raw,agent1_time_s,agent1_parse_error,agent1_error,kw_top_pbs,kw_top_score,agent3_model,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,agent3_time_s,agent3_error,agent4_invoked,agent4_decision,agent4_confidence,agent4_reasoning,agent4_candidates,agent4_time_s,agent4_error,final_primary_pb,total_time_s
cf94a74b8764,llm_judged,qwen2.5:3b,,DOC; phytoplankton biomass,Bacteroidetes; Roseobacter; SAR86 cluster; Crenarchaea; Euryarchaea,measured,biology,7,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""DOC"", ""phytoplankton biomass""],
  ""biological_observations"": [""Bacteroidetes"", ""Roseobacter"", ""SAR86 cluster"", ""Crenarchaea"", ""Euryarchaea""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.649,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB2, PB3, PB5, PB6, PB7, PB8, PB9","The research measures the abundance and activity of specific prokaryotic groups in the coastal North Sea during a Phaeocystis globosa bloom. The study focuses on marine biogeochemical processes, particularly the role of heterotrophic bacteria and archaea in carbon cycling and organic matter degradation. This aligns with PB4 (Biogeochemical Flows) due to its focus on nutrient cycles and ecosystem dynamics involving nitrogen and phosphorus. Neither small extractor nor keyword scorer provided relevant signals for other PBs.",7.433,,,,,,,,,PB4,9.09
f191a837275d,llm_judged,qwen2.5:3b,,salinity; DIC concentrations; carbon; water; inorganic; seasonal; NCP; primary production; calcium carbonate formation,production; ecosystem functioning; nutrient-rich basin water; iron-rich shelf water; Green Belt,measured,earth_sciences,14,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""salinity"",
    ""DIC concentrations"",
    ""carbon"",
    ""water"",
    ""inorganic"",
    ""seasonal"",
    ""NCP"",
    ""primary production"",
    ""calcium carbonate formation""
  ],
  ""biological_observations"": [
    ""production"",
    ""ecosystem functioning"",
    ""nutrient-rich basin water"",
    ""iron-rich shelf water"",
    ""Green Belt""
  ],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.467,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB5, PB6, PB7, PB8, PB9","The research measures the spatio-temporal distribution and controls of dissolved inorganic carbon (DIC) concentrations, which are directly tied to net community production (NCP). This biogeochemical focus on DIC and NCP aligns with PB4's core definition of disrupting nitrogen and phosphorus cycles. The abstract does not mention any direct climate impacts or land-use changes that would suggest other planetary boundaries.",5.828,,,,,,,,,PB4,8.298
c882a9731d06,llm_judged,qwen2.5:3b,,carbon; nutritional quality,ecosystem trophic structure; consumer productivity; energy recycling; carbon accumulation,measured,biology,6,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""carbon"", ""nutritional quality""],
  ""biological_observations"": [""ecosystem trophic structure"", ""consumer productivity"", ""energy recycling"", ""carbon accumulation""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.368,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB5, PB7","The research measures the nutritional quality of primary producers and its impact on ecosystem trophic structure, which directly influences carbon cycling and nutrient storage. This aligns with PB4 as it involves biogeochemical flows specifically related to nutrient cycles disrupted by changes in producer nutritional quality. The abstract does not mention any direct measurement or modeling relevant to other planetary boundaries.",5.063,,,,,,,,,PB4,6.435
1a4300b95a49,llm_judged,qwen2.5:3b,Ce; Fe,,,measured,earth_sciences,2,"{
  ""chemical_species"": [""Ce"", ""Fe""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.04,,,,0,qwen2.5:14b,PB4,Medium,None,"PB1, PB5, PB7","The study measures the chemical variations in soils at catchment and hillslope scales, focusing on elements like Fe, Ce, and organic C. The primary variable of interest is the redistribution of these elements via vertical and lateral podzolization processes, which impacts soil chemistry and water dynamics. This biogeochemical focus aligns with PB4's core definition of disrupting nitrogen and phosphorus cycles due to human activity, although no direct mention of N or P was found in the abstract. The small extractor model did not identify any physical metrics but correctly noted that chemical species were measured, supporting this judgment.",6.838,,,,,,,,,PB4,7.881
2ea3de6be731,llm_judged,qwen2.5:3b,,δ15N; δ13C; nitrate concentration,phytoplankton; primary production; phytoplankton degradation,measured,biology,6,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""δ15N"", ""δ13C"", ""nitrate concentration""],
  ""biological_observations"": [""phytoplankton"", ""primary production"", ""phytoplankton degradation""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.505,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB2, PB7","The research measures δ15N and δ13C in spring particulate organic matter (POM) to understand the mechanisms controlling nitrogen and carbon isotopes in a coastal ecosystem. The study focuses on nutrient utilization by phytoplankton, which directly relates to biogeochemical flows of nitrogen and phosphorus. This operational object aligns with PB4's core definition of disrupting nitrogen cycles due to human activity. The small extractor identified δ15N and δ13C as physical metrics, supporting the primary PB choice.",6.528,,,,,,,,,PB4,8.038
b1fb9424d9f7,llm_judged,qwen2.5:3b,,compressive; tensile; bending strength,,measured,engineering,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""compressive"", ""tensile"", ""bending strength""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""engineering""
}",1.122,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on the physical properties and construction parameters of reinforced ice structures, specifically measuring compressive, tensile, and bending strength. The study does not engage with any biophysical processes or environmental boundaries directly related to the Planetary Boundaries framework. The small extractor identified physical metrics but no chemical species or biological observations, aligning with the abstract's content.",5.368,,,,,,,,,None,6.491
491cd02d01cd,llm_judged,qwen2.5:3b,,SiO2; Y; Nb,,mentioned,earth_sciences,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""SiO2"", ""Y"", ""Nb""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.181,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on geological mapping and chemical analysis of rock formations in New Brunswick, specifically the Blacks Harbour Granodiorite and Ragged Falls Intrusive-Volcanic Suite. The study measures SiO2, K2O, Rb, Nb, and Zr concentrations to understand tectonic history and igneous processes. This is purely geological research without direct measurement or modeling of any planetary boundary variables.",6.446,,,,,,,,,None,7.636
a8f8fca16a7f,llm_judged,qwen2.5:3b,,,suessiacean dinoflagellates,measured,biology,1,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""suessiacean dinoflagellates"", ""bloom""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.099,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB8, PB9","The abstract focuses on the assessment of biodiversity, global distribution, and ecological niches of suessiacean dinoflagellates using DNA metabarcoding. This study directly measures biological observations related to species diversity and habitat distribution, which aligns with PB7's core definition concerning human pressure on genetic, species, and ecosystem diversity. The methodology involves direct measurement of biodiversity rather than background context or theoretical discussion.",6.067,,,,,,,,,PB7,7.168
81a2071c7d3b,llm_judged,qwen2.5:3b,,atmospheric correction; hyperspectral,,mentioned,engineering,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""atmospheric correction"", ""hyperspectral"", ""multispectral""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",1.053,,,PB9(3),3,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the atmospheric correction of satellite-based multi- and hyper-spectral sensors to obtain water properties. It discusses challenges related to turbid waters and strongly-absorbing aerosols, emphasizing new sensor technologies and algorithms for addressing these issues. The primary focus is on atmospheric correction methods rather than direct measurement or modeling of climate change impacts or other planetary boundaries.",5.214,,True,PB9,High,"The abstract explicitly mentions 'strongly-absorbing aerosols' and discusses the development of aerosol models, indicating an active study of atmospheric aerosol loading (PB9).",PB9,2.554,,PB9,8.825
7f70ba66f24a,llm_judged,qwen2.5:3b,,precipitation; climate; greenhouse gas emission; resolution; orography resolution; convection parameterization; dry static energy flux divergence; vertical velocity; boundary layer height,,modelled,earth_sciences,9,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""precipitation"",
    ""extremes"",
    ""climate"",
    ""greenhouse gas emission"",
    ""resolution"",
    ""orography resolution"",
    ""convection parameterization"",
    ""dry static energy flux divergence"",
    ""vertical velocity"",
    ""boundary layer height""
  ],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.103,,,,0,qwen2.5:14b,PB1,High,None,"PB2, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the downscaling of global climate models to regional scales for precipitation projections under future high greenhouse gas emission scenarios. The primary variable being modelled is 'precipitation', which directly relates to changes in climate patterns and their impacts on regional water availability, thus aligning with PB1 (Climate Change). While other physical metrics like convection parameterization are mentioned, they support the core analysis of precipitation under future climate conditions rather than constituting a separate focus. The small extractor and keyword overlap scorer did not provide relevant signals to contradict this interpretation.",7.782,,,,,,,,,PB1,9.888
ab931c264219,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.763,,,PB5(3),3,qwen2.5:14b,PB5,High,None,"PB1, PB7","The abstract focuses on the development of impact assessment methodology for agricultural water scarcity, specifically quantifying midpoint and endpoint characterization factors related to freshwater consumption. This aligns with PB5 (Freshwater Use) as it directly addresses human withdrawal and consumption of freshwater in agriculture, which impacts ecological and human water availability. The small extractor's methodological mention and keyword scorer's alignment with 'water scarcity' support this classification.",5.052,,,,,,,,,PB5,5.816
e94f3a3a8624,llm_judged,qwen2.5:3b,,energy; food groups; nutrients; maximum limits for foods with a high environmental impact,,mentioned,other,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""energy"", ""food groups"", ""nutrients"", ""maximum limits for foods with a high environmental impact""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""other""
}",1.205,,,,0,qwen2.5:14b,PB5,High,None,"PB1, PB4, PB7","The abstract focuses on deriving healthy and sustainable dietary guidelines for different age groups in the Netherlands, optimizing food patterns based on nutritional requirements and environmental impact. The primary variable being optimized is the consumption of foods with high environmental impact, which aligns closely with PB5 (Freshwater Use) due to its emphasis on resource use efficiency and sustainability. However, there are no explicit measurements or models related to climate change, biodiversity loss, or other planetary boundaries beyond water usage.",5.824,,,,,,,,,PB5,7.032
e9722863b198,llm_judged,qwen2.5:3b,,electricity; hydrology; environment; livelihood; diversity,fisheries; agriculture; biodiversity; capture fisheries; sediment or nutrients,measured,earth_sciences,10,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""electricity"", ""hydrology"", ""environment"", ""livelihood"", ""diversity""],
  ""biological_observations"": [""fisheries"", ""agriculture"", ""biodiversity"", ""capture fisheries"", ""sediment or nutrients""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.717,,,PB1(3),3,qwen2.5:14b,PB7,High,PB5,PB1,"The abstract measures the impacts of hydropower dam construction on fisheries, agriculture, and biodiversity in the Lower Mekong Basin. The primary focus is on the loss of fishery yields and agricultural productivity due to dam-induced changes rather than direct climate change effects. While 'climate change' is mentioned, it is not quantified or modeled as a variable; instead, the study centers on the socioeconomic impacts of hydropower development. The small extractor's physical_metrics list includes 'hydrology', 'environment', and 'diversity', but these are more background context than operational objects.",14.587,,,,,,,,,PB7,17.308
2cca03b7a82b,llm_judged,qwen2.5:3b,,precipitation; temperature,,measured,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""precipitation"",
    ""temperature"",
    ""evaporation""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",6.309,,,PB1(6),6,qwen2.5:14b,PB1,High,PB5,"PB2, PB3, PB4, PB6, PB7, PB8, PB9","The study measures the effects of climate change on water availability in a semi-arid region using LARS-WG6.0 to forecast variations in precipitation and temperature under different RCP scenarios. The primary focus is on quantifying changes in daily climate variables, which directly aligns with PB1's core definition of human-driven alteration of the climate system through greenhouse gas emissions and associated warming. While the abstract mentions water management implications, these are secondary to the direct measurement of climatic impacts.",17.181,,,,,,,,,PB1,23.493
61c5ef71efb6,fast_skip_consensus,qwen2.5:3b,,,,mentioned,law_policy,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""law_policy""
}",7.663,,,,0,,None,ConsensusFilter,None,None,Consensus: Agent1 (0 items + non-bio frame) AND scorer (no PB matched).,,,,,,,,,,None,7.666
9275249d37b1,llm_judged,qwen2.5:3b,,,Crassostrea gigas; Ostrea edulis,mentioned,biology,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""Crassostrea gigas"", ""Ostrea edulis""],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""biology""
}",1.042,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the history and current state of French oyster culture, focusing on species used for production. It mentions specific oyster species but does not quantify or model any biophysical variables related to Planetary Boundaries. The focus is purely historical and biological without any measurement or modeling of environmental metrics.",12.876,,,,,,,,,None,13.92
c36b323b0cc5,llm_judged,qwen2.5:3b,,entropy; climate; oceanic; earth; production; mean; atmospheric; global; near-surface; temperature; equator-to-pole; tropics; Hadley; Ferrel; diabatic heating; friction,,measured,earth_sciences,16,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""ohtmax"",
    ""entropy"",
    ""climate"",
    ""oceanic"",
    ""earth"",
    ""production"",
    ""mean"",
    ""atmospheric"",
    ""global"",
    ""near-surface"",
    ""temperature"",
    ""equator-to-pole"",
    ""tropics"",
    ""Hadley"",
    ""Ferrel"",
    ""diabatic heating"",
    ""friction""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",9.531,,,,0,qwen2.5:14b,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the impact of changes in oceanic heat transport on global atmospheric circulation using a general circulation model. The primary variable being measured is the climate system's response to altered oceanic heat transport, which directly involves the Earth's climate dynamics and warming patterns. This aligns with PB1 (Climate Change) as it explicitly models how changes in oceanic conditions affect global temperature gradients and atmospheric circulation patterns. While other terms like entropy production are mentioned, they do not constitute a primary focus on another Planetary Boundary.",14.887,,,,,,,,,PB1,24.421
3e713b4c8d88,llm_judged,qwen2.5:3b,,water footprint; yield; soil texture; application rates; environmental factors,crop operations; precision map,measured,earth_sciences,7,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""water footprint"", ""yield"", ""soil texture"", ""application rates"", ""environmental factors""],
  ""biological_observations"": [""crop operations"", ""precision map""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",8.144,,,PB1(3); PB8(2),3,qwen2.5:14b,PB5,High,PB8,PB1,"The abstract focuses on measuring the grey water footprint and yield impacts of different agricultural practices in a field study. The primary variable being quantified is the grey water footprint, which directly relates to freshwater use and pollution. This aligns with PB5's core definition concerning human withdrawal and consumption of freshwater for agriculture, including its impact on water quality and pollution. While climate change is mentioned as a background context, it does not actively measure or model climatic variables, thus excluding PB1. The small extractor and keyword scorer did not provide conflicting signals but were not necessary to determine the primary focus.",64.611,,,,,,,,,PB5,72.757
efb1b08a09c7,llm_judged,qwen2.5:3b,,wind stress; turbulent heat flux; evaporation; surface temperature; saturation humidity; skin temperature; neutral drag coefficient,,measured,earth_sciences,7,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""wind stress"", 
    ""turbulent heat flux"", 
    ""evaporation"", 
    ""surface temperature"", 
    ""saturation humidity"", 
    ""skin temperature"", 
    ""neutral drag coefficient""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",9.46,,,,0,qwen2.5:14b,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The paper quantifies the impacts of parameterization approximations on ocean-atmosphere exchanges, focusing specifically on wind stress, turbulent heat flux, and evaporation. These variables are central to understanding climate dynamics, thus aligning with PB1's core definition of human-driven alteration of the climate system through greenhouse gas emissions and associated warming. The abstract does not mention any other biophysical processes that would suggest a secondary or rejected planetary boundary.",8.649,,,,,,,,,PB1,18.112
b2e0093480c9,llm_judged,qwen2.5:3b,,salt crystallisation; sand dispersal; sedimentation; water flow,,mentioned,engineering,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""salt crystallisation"", ""sand dispersal"", ""sedimentation"", ""water flow""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",1.118,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB4, PB5, PB7, PB9","The abstract discusses the use of entropy in landscape architecture, particularly focusing on physical models involving salt crystallization, sand dispersal, sedimentation, and water flow. These processes are mentioned as part of a design technique but not quantified or modeled analytically. The primary focus is on the conceptual application rather than biophysical measurement or modeling. Neither the small extractor nor keyword scorer identified any relevant biophysical variables.",5.227,,,,,,,,,None,6.347
e54a64612267,llm_judged,qwen2.5:3b,,rainfall; intensity; regimes; signal,,measured,earth_sciences,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""rainfall"", ""intensity"", ""regimes"", ""signal""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",7.414,,,,0,qwen2.5:14b,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research measures the intermittency properties of rainfall in Sardinia using high-resolution data and various analytical techniques. The primary focus is on quantifying how dry-wet intervals and intensity fluctuations contribute to overall rainfall variability, which falls under PB1 due to its direct relation to climate patterns and variability. While the abstract mentions climate forecasting models, it does not explicitly model or measure greenhouse gases or warming processes that would activate other boundaries like PB4 or PB5.",12.561,,,,,,,,,PB1,19.98
a4fb643800d7,llm_judged,qwen2.5:3b,222Rn; 220Rn; a5Kr; 4C; 37Ar; 7Be; 210Pb,activity concentrations; average activity concentrations; surface air over Europe; atmospheric layer; meters above ground; decay product; long-lived decay product of radon,,measured,earth_sciences,14,"{
  ""chemical_species"": [""222Rn"", ""220Rn"", ""a5Kr"", ""4C"", ""37Ar"", ""7Be"", ""210Pb""],
  ""physical_metrics"": [""activity concentrations"", ""average activity concentrations"", ""surface air over Europe"", ""atmospheric layer"", ""meters above ground"", ""particles"", ""decay product"", ""long-lived decay product of radon""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",10.924,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on measuring the activity concentrations of various atmospheric radionuclides, particularly 222Rn and its decay products. This analysis does not directly relate to any of the Planetary Boundaries as defined by their core definitions or activation logic. The primary focus is on environmental monitoring rather than biophysical impacts that would activate a specific PB.",13.472,,,,,,,,,None,24.397
6f65d7f2f5f8,llm_judged,qwen2.5:3b,,discharge; flood depth; flood extents,,none,earth_sciences,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""discharge"",
    ""flood depth"",
    ""flood extents""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",8.116,,,PB6(2),2,qwen2.5:14b,PB6,High,PB5,"PB1, PB7","The study measures the impacts of land-cover changes on hydrological and hydraulic processes in the Agusan River Basin, including discharge, flood depth, and extent. The primary variable being analyzed is land cover change, which directly affects these hydrological parameters. This aligns with PB6's core definition of conversion of natural land cover into human-modified systems. While there are mentions of water-related impacts, they do not constitute the primary focus or measurement.",14.031,,,,,,,,,PB6,22.151
662818aff829,llm_judged,qwen2.5:3b,,bioregions; place-specific duties,,mentioned,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""bioregions"", ""place-specific duties""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",7.324,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the challenges and opportunities of transboundary environmental management, focusing on ecoregions and bioregional planning across political borders. It emphasizes the need for new paradigms to address shared natural resources and interdependent human-environment systems but does not measure or model any specific planetary boundary variable directly. The weak signals did not identify any relevant chemical species or physical metrics that align with a specific PB.",16.364,,,,,,,,,None,23.694
d418cdcbdedd,llm_judged,qwen2.5:3b,,surface; heat; land; sebs; sensible; measurements; cover; energy; footprint; earth; balance,,measured,earth_sciences,11,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""surface"", 
    ""heat"", 
    ""land"", 
    ""sebs"", 
    ""sensible"", 
    ""measurements"", 
    ""cover"", 
    ""energy"", 
    ""footprint"", 
    ""earth"", 
    ""balance""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",4.317,,,,0,qwen2.5:14b,PB1,Medium,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The study evaluates the Surface Energy Balance System (SEBS) model using tower-based flux measurements to estimate turbulent surface energy fluxes. The focus is on the sensitivity of sensible heat flux to aerodynamic parameters, which directly relates to PB1 due to its emphasis on climate-related variables and their impact on energy fluxes. The abstract does not mention any biophysical terms that would suggest other planetary boundaries.",57.016,,,,,,,,,PB1,61.336
70f693b8a76e,llm_judged,qwen2.5:3b,water; hydroxyl,,,mentioned,earth_sciences,2,"{
  ""chemical_species"": [""water"", ""hydroxyl""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",8.067,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the presence and behavior of water ice and hydroxyl species in the inner solar system, particularly Mercury, the Moon, and Ceres. The study measures exospheric populations and surface reactions involving water-related compounds but does not quantify or model any Earth-based Planetary Boundary variables. The small extractor's chemical_species list aligns with this focus on water and hydroxyl, while the keyword overlap scorer did not find relevant PB vocabulary.",8.47,,,,,,,,,None,16.54
d002a922aec5,llm_judged,qwen2.5:3b,,urban and agricultural land cover; wetland; hardened shoreline; submerged aquatic vegetation; total nitrogen,estuarine fauna; species abundances; bottom-oriented species; prey and refuge habitat,measured,earth_sciences,9,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""urban and agricultural land cover"", ""wetland"", ""hardened shoreline"", ""submerged aquatic vegetation"", ""total nitrogen""],
  ""biological_observations"": [""estuarine fauna"", ""species abundances"", ""bottom-oriented species"", ""prey and refuge habitat""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.134,,,,0,qwen2.5:14b,PB6,High,PB4,"PB1, PB7","The research measures the effects of urban and agricultural land cover, shoreline hardening, and wetland coverage on estuarine fauna abundance patterns. The primary focus is on how these land-use changes impact faunal populations at both local and system scales. This aligns with PB6 due to explicit descriptions of land-cover conversion and habitat alteration. Weak signals did not identify any specific PB, which agrees with my analysis focusing on land-system change.",6.966,,,,,,,,,PB6,9.107
fd5e38820a05,llm_judged,qwen2.5:3b,,forest-dwelling species; agricultural expansion; commodity-driven deforestation; forest patches; core area; landscape characteristics,species traits; dispersive species; sedentary animals; forest-dwelling species responses to forest fragmentation,measured,earth_sciences,10,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""forest-dwelling species"", ""agricultural expansion"", ""commodity-driven deforestation"", ""forest patches"", ""core area"", ""landscape characteristics""],
  ""biological_observations"": [""species traits"", ""dispersive species"", ""sedentary animals"", ""forest-dwelling species responses to forest fragmentation""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.934,,,PB6(5),5,qwen2.5:14b,PB6,High,PB7,"PB1, PB4, PB5","The study measures the effects of agricultural expansion and commodity-driven deforestation on forest fragmentation characteristics, which in turn affect specific species traits. The primary focus is on land cover changes and their ecological impacts, aligning with PB6's core definition of land-system change due to human activities. While biodiversity responses are discussed, they do not constitute the main analytical focus.",5.549,,,,,,,,,PB6,7.487
3bbd6f08b6ac,llm_judged,qwen2.5:3b,,climate,,mentioned,engineering,1,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""climate"", ""energy"", ""flow"", ""mass"", ""radiation""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",1.163,,,PB1(3),3,qwen2.5:14b,None,N/A,None,PB1,"The abstract discusses the complexity and uncertainty in water resources management due to global change, including climate destabilization. However, it primarily focuses on methodological approaches for managing these systems rather than directly measuring or modeling any biophysical variables related to Planetary Boundaries. The mention of 'climate destabilization' is used as motivational context but does not indicate an active measurement or model of the climate system itself.",4.526,,True,PB1,High,"The abstract explicitly mentions 'global warming' and discusses its impact on water resources management under changing conditions, indicating an active study of climate change (PB1).",PB1,2.4,,PB1,8.094
697b132b1c14,llm_judged,qwen2.5:3b,,immersion; drip; Dynamic Vapour Sorption (DVS); compressive strength,,measured,engineering,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""immersion"", ""drip"", ""Dynamic Vapour Sorption (DVS)"", ""compressive strength""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""engineering""
}",1.276,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The paper measures the mechanical performance and durability of compressed earth bricks under various stabilizing conditions, focusing on their recyclability and water resistance. The primary focus is on material science and engineering properties rather than any direct biophysical planetary boundary variables. No clear overlap with specific PBs was found in the abstract's content.",5.826,,,,,,,,,None,7.106
bbf5ed8cca66,llm_judged,qwen2.5:3b,,,,mentioned,biology,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""biology""
}",0.875,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the evolutionary history and classification of lycophytes, a group of vascular plants. It does not measure or model any biophysical variables related to Planetary Boundaries but rather provides historical context and taxonomic information about these plants. The small extractor and keyword overlap scorer did not identify any relevant terms for Planetary Boundaries.",5.492,,,,,,,,,None,6.371
8e0c39744cf1,llm_judged,qwen2.5:3b,,,,mentioned,other,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""literature""
}",0.806,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the literary and intermedial aspects of 'The Three-Body Problem' by Cixin Liu, focusing on how virtual reality is used as a narrative tool. There are no measurements or models of any biophysical variables; all content pertains to literature and digital representation techniques. The small extractor and keyword overlap scorer confirm there are no relevant physical metrics, biological observations, or chemical species mentioned.",5.809,,,,,,,,,None,6.617
